seed,pair,layer_id,metric_name,same_compute,fixed_step,fixed_minus_same
0,1-8,3,nestedness,0.6502976190476191,0.697234623015873,0.046937003968253954
0,1-8,3,spearman,0.44940218329429626,0.5181074142456055,0.0687052309513092
0,1-8,3,top1_agreement,0.1709139384920635,0.21205357142857142,0.041139632936507936
0,1-8,4,nestedness,0.5778459821428571,0.6314174107142857,0.0535714285714286
0,1-8,4,spearman,0.37616094946861267,0.4587855935096741,0.0826246440410614
0,1-8,4,top1_agreement,0.1254340277777778,0.1599392361111111,0.034505208333333315
0,1-8,5,nestedness,0.5323040674603174,0.5990823412698413,0.06677827380952384
0,1-8,5,spearman,0.3356209397315979,0.42412808537483215,0.08850714564323425
0,1-8,5,top1_agreement,0.11845858134920635,0.15504092261904762,0.036582341269841265
0,1-8,6,nestedness,0.5217633928571429,0.6179315476190477,0.09616815476190477
0,1-8,6,spearman,0.3076075613498688,0.43119388818740845,0.12358632683753967
0,1-8,6,top1_agreement,0.10872395833333333,0.16055927579365079,0.05183531746031746
0,1-8,7,nestedness,0.5399305555555556,0.6486545138888888,0.10872395833333326
0,1-8,7,spearman,0.34028923511505127,0.46684443950653076,0.1265552043914795
0,1-8,7,top1_agreement,0.15398685515873015,0.2170138888888889,0.06302703373015875
0,2-3,0,coactivation_cosine,0.8362694128068685,0.8710072328641486,0.0347378200572801
0,2-3,0,nestedness,0.8201884920634921,0.8683190724206349,0.048130580357142794
0,2-3,0,spearman,0.9248558282852173,0.9510664343833923,0.02621060609817505
0,2-3,0,top1_agreement,0.6331535218253969,0.7066592261904762,0.0735057043650793
0,2-3,0,top_pair_overlap,0.3333333333333333,0.42857142857142855,0.09523809523809523
0,2-3,1,coactivation_cosine,0.7559132139587273,0.8117446237325957,0.05583140977386836
0,2-3,1,nestedness,0.6812841021825397,0.7432880704365079,0.062003968253968256
0,2-3,1,spearman,0.8360850214958191,0.8839332461357117,0.04784822463989258
0,2-3,1,top1_agreement,0.5062003968253969,0.5481770833333334,0.04197668650793651
0,2-3,1,top_pair_overlap,0.1111111111111111,0.17647058823529413,0.06535947712418302
0,2-3,2,coactivation_cosine,0.8132912894481537,0.8175721392969906,0.004280849848836921
0,2-3,2,nestedness,0.5962921626984127,0.6552269345238095,0.05893477182539686
0,2-3,2,spearman,0.7310734987258911,0.7971607446670532,0.06608724594116211
