seed,train_k,layer_id,task_id,task_name,expert_id,count,share
0,1,2,1,general_en,12,154,0.03342013888888889
0,1,2,1,general_en,13,101,0.021918402777777776
0,1,2,1,general_en,14,114,0.024739583333333332
0,1,2,1,general_en,15,40,0.008680555555555556
0,1,2,1,general_en,16,198,0.04296875
0,1,2,1,general_en,17,257,0.05577256944444445
0,1,2,1,general_en,18,205,0.044487847222222224
0,1,2,1,general_en,19,116,0.025173611111111112
0,1,2,1,general_en,20,217,0.04709201388888889
0,1,2,1,general_en,21,60,0.013020833333333334
0,1,2,1,general_en,22,86,0.018663194444444444
0,1,2,1,general_en,23,150,0.032552083333333336
0,1,2,1,general_en,24,178,0.038628472222222224
0,1,2,1,general_en,25,221,0.04796006944444445
0,1,2,1,general_en,26,97,0.021050347222222224
0,1,2,1,general_en,27,140,0.030381944444444444
0,1,2,1,general_en,28,90,0.01953125
0,1,2,1,general_en,29,149,0.03233506944444445
0,1,2,1,general_en,30,46,0.009982638888888888
0,1,2,1,general_en,31,121,0.026258680555555556
0,1,2,2,math_ko,0,191,0.041449652777777776
0,1,2,2,math_ko,1,113,0.024522569444444444
0,1,2,2,math_ko,2,234,0.05078125
0,1,2,2,math_ko,3,148,0.03211805555555555
0,1,2,2,math_ko,4,157,0.03407118055555555
0,1,2,2,math_ko,5,166,0.03602430555555555
0,1,2,2,math_ko,6,73,0.015842013888888888
0,1,2,2,math_ko,7,130,0.028211805555555556
0,1,2,2,math_ko,8,222,0.048177083333333336
0,1,2,2,math_ko,9,233,0.05056423611111111
0,1,2,2,math_ko,10,94,0.020399305555555556
0,1,2,2,math_ko,11,224,0.04861111111111111
0,1,2,2,math_ko,12,168,0.036458333333333336
0,1,2,2,math_ko,13,129,0.027994791666666668
0,1,2,2,math_ko,14,161,0.03493923611111111
0,1,2,2,math_ko,15,185,0.04014756944444445
0,1,2,2,math_ko,16,217,0.04709201388888889
0,1,2,2,math_ko,17,118,0.025607638888888888
0,1,2,2,math_ko,18,156,0.033854166666666664
0,1,2,2,math_ko,19,88,0.019097222222222224
0,1,2,2,math_ko,20,116,0.025173611111111112
0,1,2,2,math_ko,21,63,0.013671875
0,1,2,2,math_ko,22,135,0.029296875
0,1,2,2,math_ko,23,119,0.025824652777777776
0,1,2,2,math_ko,24,183,0.039713541666666664
0,1,2,2,math_ko,25,143,0.031032986111111112
0,1,2,2,math_ko,26,145,0.03146701388888889
0,1,2,2,math_ko,27,185,0.04014756944444445
0,1,2,2,math_ko,28,98,0.021267361111111112
0,1,2,2,math_ko,29,118,0.025607638888888888
0,1,2,2,math_ko,30,51,0.011067708333333334
0,1,2,2,math_ko,31,45,0.009765625
0,1,2,3,math_en,0,151,0.032769097222222224
0,1,2,3,math_en,1,99,0.021484375
0,1,2,3,math_en,2,136,0.029513888888888888
0,1,2,3,math_en,3,137,0.029730902777777776
0,1,2,3,math_en,4,165,0.035807291666666664
0,1,2,3,math_en,5,186,0.040364583333333336
0,1,2,3,math_en,6,139,0.030164930555555556
0,1,2,3,math_en,7,118,0.025607638888888888
0,1,2,3,math_en,8,200,0.043402777777777776
0,1,2,3,math_en,9,211,0.04578993055555555
0,1,2,3,math_en,10,166,0.03602430555555555
0,1,2,3,math_en,11,179,0.03884548611111111
0,1,2,3,math_en,12,129,0.027994791666666668
